file_name	library_size
SM-GE5QL_S119_E1-50	2516322.0
SM-GE5OW_S162_E1-50	2247184.0
SM-GE95A_S080_E1-50	2838970.0
SM-GE953_S007_E1-50	1471314.0
SM-GE8YF_S041_E1-50	1233790.0
SM-GE5PG_S012_E1-50	3565202.0
SM-GE66C_S113_E1-50	2762494.0
SM-GE8YF_S074_E1-50	3280444.0
SM-GE65H_S022_E1-50	2239438.0
SM-GE5PG_S011_E1-50	3435112.0
SM-GE5PG_S085_E1-50	3066956.0
SM-GE8XQ_S170_E1-50	4089538.0
SM-GE8X2_S151_E1-50	2818340.0
PS0810_E1-50_S88	2551428.0
SM-GE5P3_S053_E1-50	3099016.0
SM-GE66Q_S014_E1-50	2696830.0
SM-GE5TS_S098_E1-50	2319416.0
SM-GE4RS_S124_E1-50	2867128.0
SM-GE672_S175_E1-50	2727068.0
SM-GE94R_S155_E1-50	2822668.0
SM-GE8Y4_S146_E1-50	3256968.0
SM-GE8XQ_S029_E1-50	2020380.0
PS0830_E1-50_S17	2299956.0
SM-GE64F_S105_E1-50	2506924.0
SM-GE672_S085_E1-50	2209968.0
SM-GE5TM_S105_E1-50	1737950.0
SM-GE5V9_S189_E1-50	2681818.0
SM-GE4RC_S079_E1-50	983368.0
SM-GE8YB_S004_E1-50	3316652.0
SM-GE67B_S149_E1-50	2504298.0
SM-GE94J_S013_E1-50	3161602.0
SM-GE67B_S148_E1-50	2430618.0
SM-GE5TM_S126_E1-50	3131914.0
SM-GE65C_S192_E1-50	2953538.0
SM-J39RG_S265_E1-50	1439740.0
SM-GE4WC_S062_E1-50	2290964.0
SM-GE4RC_S075_E1-50	2839710.0
SM-GE67B_S145_E1-50	2226824.0
SM-GE63O_S026_E1-50	2544992.0
SM-GE5UX_S153_E1-50	3586498.0
SM-GE5TO_S144_E1-50	2188060.0
SM-GE67B_S146_E1-50	2206904.0
SM-GE4RN_S096_E1-50	0.0
SM-GE8Y4_S137_E1-50	2750530.0
SM-GE5VE_S026_E1-50	2880980.0
SM-GE5V2_S092_E1-50	2910504.0
SM-GE94H_S099_E1-50	2732948.0
SM-GE4RN_S068_E1-50	2890436.0
SM-GE5OS_S135_E1-50	3197984.0
SM-GE5OS_S143_E1-50	1598166.0
SM-J39T2_S314_E1-50	1403838.0
SM-GE4RI_S190_E1-50	0.0
SM-GE8X2_S172_E1-50	2379452.0
SM-GE936_S001_E1-50	3054140.0
SM-GE8Y4_S130_E1-50	3060710.0
SM-GE65H_S023_E1-50	2193954.0
SM-GE5PA_S055_E1-50	2180648.0
SM-GE4Q2_S146_E1-50	1287114.0
SM-GE8YF_S055_E1-50	2718738.0
SM-GE932_S003_E1-50	3051386.0
SM-GE63O_S066_E1-50	2807504.0
SM-GE64L_S008_E1-50	2360856.0
SM-GE932_S007_E1-50	3034586.0
SM-GE95N_S149_E1-50	1576620.0
SM-GE5P3_S032_E1-50	2099718.0
SM-GE8X4_S106_E1-50	2997752.0
SM-GE8YI_S059_E1-50	3202054.0
SM-GE5U1_S172_E1-50	2212390.0
SM-GE8WX_S084_E1-50	2401082.0
SM-GE5TM_S141_E1-50	2694640.0
SM-J39WG_S246_E1-50	553728.0
SM-GE65Z_S072_E1-50	2294214.0
SM-GE95M_S062_E1-50	2749920.0
SM-GE4QQ_S173_E1-50	2707344.0
SM-J39WH_S760_E1-50	737508.0
SM-GE4RN_S050_E1-50	2766038.0
SM-GE8X2_S129_E1-50	2573126.0
SM-GE4WT_S151_E1-50	3036610.0
SM-GE94J_S040_E1-50	3237380.0
SM-GE95A_S088_E1-50	2702732.0
SM-GE5QL_S115_E1-50	2245310.0
SM-GE5PA_S177_E1-50	3501908.0
SM-GE4QQ_S174_E1-50	2930336.0
SM-GE4RI_S184_E1-50	348876.0
SM-GE93J_S069_E1-50	2712880.0
SM-GE8X4_S190_E1-50	2532490.0
SM-GE5OM_S075_E1-50	2007936.0
SM-GE5UU_S017_E1-50	3415718.0
SM-GE8XQ_S105_E1-50	3924308.0
SM-GE92K_S186_E1-50	2786980.0
SM-GE4QV_S001_E1-50	2541428.0
SM-GE5OW_S106_E1-50	2988934.0
SM-GE4QQ_S158_E1-50	2516230.0
SM-GE4RC_S041_E1-50	2760664.0
SM-GE5OM_S057_E1-50	2325790.0
SM-GE5V2_S094_E1-50	2910848.0
SM-GE4WC_S036_E1-50	2958288.0
SM-GE67R_S033_E1-50	2858332.0
SM-GE5VR_S141_E1-50	3343896.0
SM-GE94R_S171_E1-50	2753744.0
SM-GBMG3_S033_E1-50	0.0
SM-GE5UQ_S129_E1-50	2279356.0
SM-GE94H_S137_E1-50	2861736.0
SM-GE94B_S127_E1-50	1317566.0
SM-GE8ZX_S124_E1-50	2980162.0
SM-GE4QZ_S174_E1-50	2820076.0
SM-GE8YK_S088_E1-50	3752156.0
SM-GE93P_S059_E1-50	2972582.0
SM-GE8XZ_S181_E1-50	3029036.0
SM-GE5OG_S027_E1-50	2749478.0
SM-GE5QL_S165_E1-50	2395670.0
SM-GE5VE_S087_E1-50	2810216.0
SM-GE8XW_S096_E1-50	1804324.0
SM-GE5V2_S044_E1-50	2509148.0
SM-GE8ZI_S169_E1-50	2904580.0
SM-GE5UX_S179_E1-50	4155144.0
SM-GE95A_S051_E1-50	2629648.0
SM-GE5TO_S141_E1-50	2022308.0
SM-GE8YR_S186_E1-50	2937072.0
SM-GE4QD_S036_E1-50	1818472.0
SM-GE8Y4_S139_E1-50	3584208.0
SM-GE5OW_S101_E1-50	1567644.0
SM-GE643_S176_E1-50	2230976.0
SM-GE8ZC_S127_E1-50	3295432.0
SM-GE8XQ_S022_E1-50	2004772.0
SM-GE5VE_S022_E1-50	2464608.0
SM-GE66E_S136_E1-50	2330518.0
SM-GE65H_S041_E1-50	2101332.0
SM-GE4W2_S181_E1-50	1259828.0
SM-GE92K_S168_E1-50	2785186.0
SM-GE5V2_S033_E1-50	2537858.0
SM-GE8Y4_S149_E1-50	3280410.0
SM-GE5TI_S136_E1-50	2862862.0
SM-GE4RC_S088_E1-50	3142002.0
SM-GE63H_S122_E1-50	3800820.0
SM-GE4Q2_S128_E1-50	0.0
SM-GE8XQ_S038_E1-50	2105896.0
SM-GE5TI_S101_E1-50	2512084.0
SM-GE92Y_S065_E1-50	3782428.0
SM-GE8ZX_S150_E1-50	2572574.0
SM-GE8YR_S152_E1-50	2619454.0
SM-GE4S3_S102_E1-50	1732672.0
SM-GE94B_S135_E1-50	2343292.0
SM-GE8X2_S146_E1-50	2693242.0
SM-GE95M_S086_E1-50	2669842.0
SM-GE4S1_S185_E1-50	2359538.0
SM-GE94J_S075_E1-50	2537172.0
SM-GE5V2_S017_E1-50	2411400.0
SM-GE8XW_S066_E1-50	1295982.0
SM-GE91Q_S006_E1-50	3402298.0
SM-GE5QL_S145_E1-50	2403622.0
SM-GE8YF_S085_E1-50	228048.0
SM-GE5P3_S030_E1-50	2811526.0
SM-GE4RV_S148_E1-50	3424774.0
SM-GE8YB_S002_E1-50	2981936.0
SM-GE681_S050_E1-50	2370510.0
SM-GE4WN_S064_E1-50	2181852.0
SM-GE8YF_S020_E1-50	2878074.0
SM-GE94J_S078_E1-50	2774484.0
SM-GE8XF_S056_E1-50	4186964.0
SM-GE5V9_S176_E1-50	3292880.0
SM-GE8YB_S041_E1-50	2746928.0
SM-GE65Z_S069_E1-50	1439232.0
SM-GE4RN_S055_E1-50	0.0
SM-GE95N_S132_E1-50	2610978.0
PS0830_E1-50_S19	2258080.0
SM-GE4XG_S055_E1-50	2767086.0
SM-GE5TI_S111_E1-50	2756180.0
SM-GE93V_S091_E1-50	2769836.0
SM-GE8WR_S053_E1-50	3153488.0
SM-GE5QL_S133_E1-50	2415732.0
SM-GE4RS_S090_E1-50	0.0
SM-GE8XQ_S176_E1-50	4339188.0
SM-GE5VR_S106_E1-50	3258594.0
SM-GE5TI_S114_E1-50	2418912.0
SM-GE681_S018_E1-50	2619940.0
SM-GE8X4_S113_E1-50	2778882.0
SM-GE932_S050_E1-50	3033560.0
SM-GE4WT_S156_E1-50	2333036.0
PS0921_E1-50_S26	3557106.0
SM-GE62S_S113_E1-50	2542252.0
SM-GE8XZ_S187_E1-50	2411598.0
SM-GE95A_S038_E1-50	3068624.0
SM-GE932_S010_E1-50	959272.0
SM-GE4Q2_S153_E1-50	0.0
SM-GE94H_S104_E1-50	2152088.0
SM-GE95A_S013_E1-50	2773996.0
SM-GE4Y5_S109_E1-50	2493836.0
SM-GE8X2_S169_E1-50	3087696.0
SM-GE95N_S110_E1-50	3645510.0
SM-GE4RV_S128_E1-50	2791564.0
SM-GE8XZ_S189_E1-50	3161286.0
SM-J39TJ_S272_E1-50	253064.0
SM-GE66H_S005_E1-50	2136558.0
SM-GE5VJ_S082_E1-50	3355140.0
PS0830_E1-50_S26	2333386.0
SM-GE8XZ_S122_E1-50	1719900.0
SM-GE91I_S061_E1-50	3814014.0
SM-GE5VE_S089_E1-50	3155160.0
SM-GE94J_S019_E1-50	2559376.0
SM-GBMG3_S063_E1-50	2317264.0
SM-GE8ZI_S139_E1-50	2924120.0
SM-GE67S_S104_E1-50	2734202.0
SM-GE8YZ_S172_E1-50	2464454.0
SM-GE63H_S119_E1-50	2842216.0
SM-GE937_S097_E1-50	2019852.0
SM-GE65Y_S134_E1-50	2440214.0
SM-GE5VE_S083_E1-50	573824.0
SM-GE4QQ_S137_E1-50	3120612.0
SM-GE5PA_S085_E1-50	2203226.0
SM-GE92A_S013_E1-50	3226294.0
SM-GE8XQ_S082_E1-50	1829820.0
SM-GE4RS_S108_E1-50	3270114.0
SM-GE4RN_S043_E1-50	3188800.0
SM-GE4RC_S071_E1-50	2835684.0
SM-GE8Y4_S180_E1-50	3049268.0
SM-GE95N_S106_E1-50	1527002.0
SM-GE953_S012_E1-50	2601340.0
SM-GE4QN_S179_E1-50	1585648.0
SM-GE8YR_S149_E1-50	1856302.0
SM-GE95N_S150_E1-50	2796748.0
SM-GE8XZ_S144_E1-50	2610066.0
SM-GE8WI_S162_E1-50	3058490.0
SM-GE8YF_S016_E1-50	2843420.0
SM-GE5OS_S148_E1-50	2483226.0
SM-GE8XF_S086_E1-50	3442122.0
SM-GE8X2_S175_E1-50	2942582.0
SM-GE95M_S029_E1-50	2462814.0
SM-GE5V2_S052_E1-50	2727990.0
SM-GE4RS_S042_E1-50	2621244.0
SM-GE8WX_S078_E1-50	2457602.0
SM-GE8XZ_S105_E1-50	3184752.0
SM-GE94H_S126_E1-50	2747284.0
SM-GE918_S041_E1-50	3672256.0
SM-GE92A_S059_E1-50	1006236.0
SM-GE5PA_S092_E1-50	2112906.0
SM-GE94R_S182_E1-50	2724796.0
SM-GE94B_S182_E1-50	2263966.0
SM-GE5PG_S020_E1-50	3158990.0
SM-GE8YF_S042_E1-50	2469606.0
SM-GE4RV_S176_E1-50	3458838.0
SM-GE5VJ_S020_E1-50	3983548.0
SM-GE8YZ_S170_E1-50	2319870.0
SM-GE65C_S138_E1-50	2929726.0
SM-GE95A_S024_E1-50	2621394.0
SM-GE937_S175_E1-50	1769442.0
SM-GE4WT_S082_E1-50	2003274.0
SM-GE93V_S030_E1-50	3114604.0
SM-GE8X2_S140_E1-50	2689894.0
SM-GE94R_S153_E1-50	3446332.0
SM-GE4QQ_S187_E1-50	2621344.0
SM-GE8XW_S008_E1-50	2599930.0
SM-GE953_S028_E1-50	2779456.0
SM-GE4RS_S009_E1-50	3006042.0
SM-GE8YK_S089_E1-50	3306534.0
SM-GE4RS_S110_E1-50	3192146.0
SM-GE5QE_S037_E1-50	2065058.0
SM-GE5PG_S067_E1-50	2802994.0
SM-GE8XZ_S173_E1-50	3093944.0
SM-GE4WC_S046_E1-50	2675976.0
SM-GE93V_S081_E1-50	2759490.0
SM-GE8X7_S136_E1-50	2777958.0
SM-GE5O8_S014_E1-50	3071280.0
SM-GE5VJ_S019_E1-50	3456966.0
SM-GE8XQ_S149_E1-50	3700438.0
SM-GE5PA_S165_E1-50	3224794.0
SM-GE91I_S072_E1-50	3231078.0
SM-GE65H_S010_E1-50	2480130.0
SM-GE8WX_S096_E1-50	2792558.0
SM-GE672_S154_E1-50	2550452.0
SM-GE65C_S169_E1-50	3145968.0
SM-GE8XQ_S049_E1-50	1471574.0
SM-GE5TI_S138_E1-50	2568618.0
SM-GE64V_S116_E1-50	2628956.0
SM-GE8YI_S071_E1-50	2203032.0
SM-GE4QZ_S126_E1-50	2495060.0
SM-GE4RN_S066_E1-50	2628410.0
SM-GE4S3_S101_E1-50	425782.0
SM-GE8X2_S170_E1-50	2676298.0
SM-GE5VJ_S023_E1-50	4077520.0
SM-GE932_S053_E1-50	2947228.0
SM-GE5PA_S185_E1-50	3739236.0
SM-GE94J_S087_E1-50	1633058.0
SM-GE4QN_S169_E1-50	2275284.0
SM-GE8Y4_S174_E1-50	2815692.0
SM-GE65Y_S142_E1-50	2248682.0
SM-GE91V_S169_E1-50	3253452.0
SM-GE936_S064_E1-50	2649496.0
SM-GE95N_S192_E1-50	2809088.0
SM-GE92K_S126_E1-50	3572038.0
SM-GE67S_S097_E1-50	2116118.0
SM-GE5V9_S186_E1-50	3005560.0
SM-GE4QF_S059_E1-50	1099306.0
SM-GE4W2_S170_E1-50	1041612.0
SM-GE932_S058_E1-50	2936016.0
SM-GE67G_S103_E1-50	3002626.0
SM-GE4RS_S151_E1-50	2840270.0
SM-GE5VE_S047_E1-50	2750154.0
SM-GE92A_S058_E1-50	2619274.0
SM-GE4RN_S078_E1-50	0.0
SM-GE936_S060_E1-50	2576276.0
SM-GE5V2_S035_E1-50	2577376.0
SM-GE93J_S059_E1-50	818126.0
SM-GE5OW_S161_E1-50	2724042.0
SM-GE5UQ_S141_E1-50	2282680.0
SM-GE8WX_S049_E1-50	2790626.0
SM-GE953_S075_E1-50	2713784.0
SM-GE8ZC_S100_E1-50	3920044.0
SM-GE932_S021_E1-50	3512460.0
SM-GE5QE_S041_E1-50	1647798.0
SM-GE64F_S112_E1-50	2270234.0
SM-GBMG3_S039_E1-50	2962702.0
SM-GE5TI_S191_E1-50	2810484.0
SM-GE8YF_S070_E1-50	2762614.0
SM-GE93V_S094_E1-50	1067032.0
SM-GE94H_S168_E1-50	35780.0
SM-GE8YF_S096_E1-50	2857770.0
SM-GE8YF_S050_E1-50	2686584.0
SM-GE64V_S106_E1-50	2698928.0
SM-GE953_S008_E1-50	2504090.0
SM-GE8X4_S119_E1-50	3099112.0
SM-GE5U1_S164_E1-50	1977696.0
SM-GE4RC_S089_E1-50	2761766.0
SM-GE936_S090_E1-50	2160490.0
SM-GE8ZI_S166_E1-50	2908754.0
SM-GE94J_S016_E1-50	3400722.0
SM-GE94H_S158_E1-50	2919192.0
SM-GE4QF_S070_E1-50	2460016.0
SM-GE4S1_S183_E1-50	3178004.0
SM-GE95A_S083_E1-50	2334402.0
SM-GE95N_S125_E1-50	3317044.0
SM-GE8Y4_S177_E1-50	2777066.0
SM-GE5TM_S128_E1-50	3153126.0
SM-GE4SJ_S081_E1-50	2870756.0
SM-GE8XZ_S176_E1-50	2949524.0
SM-GE93V_S036_E1-50	2614190.0
SM-GE5V2_S014_E1-50	2647718.0
SM-GE8XF_S047_E1-50	3221622.0
SM-GE672_S156_E1-50	2311086.0
SM-GE8X2_S111_E1-50	3241032.0
SM-GE672_S087_E1-50	2647594.0
SM-GE8WX_S065_E1-50	2054010.0
SM-GE681_S070_E1-50	2691032.0
SM-GE94R_S154_E1-50	2934562.0
SM-GE5PA_S175_E1-50	3022656.0
SM-GE8XQ_S112_E1-50	4498434.0
SM-GE8YI_S043_E1-50	586754.0
SM-GE5VE_S036_E1-50	2471950.0
SM-GE4Y5_S130_E1-50	2526564.0
SM-GE8X2_S189_E1-50	2693972.0
SM-GE5V9_S140_E1-50	2789690.0
SM-GE63H_S102_E1-50	2998334.0
SM-GE4XY_S082_E1-50	2284712.0
SM-GE4RC_S070_E1-50	2913654.0
SM-GE4RS_S052_E1-50	3543732.0
SM-GE91I_S024_E1-50	3630434.0
SM-GE92K_S106_E1-50	3443154.0
SM-GE94H_S152_E1-50	2618590.0
SM-GE8X2_S109_E1-50	2497772.0
SM-GE5TI_S110_E1-50	2684174.0
SM-GE8YF_S093_E1-50	2811488.0
SM-GE5PA_S135_E1-50	3293508.0
SM-GE8ZI_S130_E1-50	2832472.0
SM-GE64L_S004_E1-50	2431724.0
SM-GE93B_S011_E1-50	2490082.0
SM-GE95N_S103_E1-50	3514652.0
SM-GE4S3_S176_E1-50	2618898.0
SM-GE5V2_S067_E1-50	2891582.0
SM-GE8YZ_S175_E1-50	2815276.0
SM-GE66Q_S012_E1-50	2874362.0
SM-GE94R_S191_E1-50	2508956.0
SM-GE4QZ_S129_E1-50	1980630.0
SM-GE8ZP_S171_E1-50	2942898.0
SM-GE8YK_S015_E1-50	2952566.0
SM-GE95M_S028_E1-50	2531014.0
SM-GE95A_S085_E1-50	261314.0
SM-GE8XF_S035_E1-50	2984364.0
SM-GE94J_S007_E1-50	3051338.0
SM-GE65C_S177_E1-50	2844418.0
SM-GE8XZ_S143_E1-50	2598348.0
SM-GE5PG_S002_E1-50	2966684.0
SM-GE5W2_S015_E1-50	3259676.0
SM-GE95N_S189_E1-50	2669444.0
SM-GE95A_S041_E1-50	1935418.0
SM-GE8WX_S053_E1-50	2218924.0
SM-GE93P_S034_E1-50	3077140.0
SM-GE932_S037_E1-50	3281340.0
SM-GE8YB_S058_E1-50	2559022.0
SM-GE66M_S026_E1-50	2449066.0
SM-GE932_S052_E1-50	3167752.0
SM-GE95M_S016_E1-50	2425756.0
SM-GE5OM_S063_E1-50	1989272.0
SM-GE5PG_S026_E1-50	2714282.0
SM-GE8WR_S015_E1-50	2975252.0
SM-GE95A_S019_E1-50	2560860.0
SM-GE91Q_S002_E1-50	2758614.0
SM-GE5OW_S148_E1-50	2914668.0
SM-GE65D_S187_E1-50	2522464.0
SM-GE5OW_S157_E1-50	1148310.0
SM-GE672_S044_E1-50	2257412.0
SM-GE666_S023_E1-50	3407838.0
SM-GE4VR_S108_E1-50	2298814.0
SM-GE8YF_S015_E1-50	2953246.0
SM-GE8WI_S138_E1-50	2647254.0
SM-GE8XZ_S120_E1-50	2900562.0
SM-GE93B_S077_E1-50	2413790.0
SM-GE5VR_S143_E1-50	3517834.0
SM-GE8XW_S002_E1-50	2882342.0
SM-GE8YB_S057_E1-50	2960692.0
SM-GE93J_S074_E1-50	3226402.0
SM-GE5VR_S184_E1-50	886204.0
SM-GE5UX_S177_E1-50	3926342.0
PS0817_E1-50_S52	1116536.0
SM-GE4RN_S065_E1-50	2762200.0
SM-GE92K_S155_E1-50	3210080.0
SM-GE4QD_S041_E1-50	2509410.0
SM-GE8YZ_S145_E1-50	2184502.0
SM-GE4Y5_S136_E1-50	2975026.0
SM-J39ZH_S520_E1-50	1490908.0
SM-GE4QN_S171_E1-50	2145896.0
SM-GE4W2_S183_E1-50	1431134.0
SM-J3A1L_S593_E1-50	1169798.0
SM-GE4XY_S077_E1-50	2361434.0
SM-GE5TS_S144_E1-50	2723094.0
SM-GE95N_S169_E1-50	2847332.0
SM-GE4Q8_S049_E1-50	1563662.0
SM-GE8WX_S056_E1-50	2577956.0
SM-GE5U8_S084_E1-50	710154.0
SM-GE4Q7_S138_E1-50	0.0
SM-GE66C_S106_E1-50	2430824.0
SM-GE8YI_S077_E1-50	2683070.0
SM-GE63H_S153_E1-50	2946062.0
SM-GE5VE_S085_E1-50	315636.0
SM-GE93V_S057_E1-50	3095882.0
SM-GE5UQ_S143_E1-50	2547440.0
SM-GE67K_S142_E1-50	2231630.0
SM-GE8XQ_S007_E1-50	2067472.0
SM-GE4S1_S141_E1-50	2473330.0
SM-GE95A_S095_E1-50	2670840.0
SM-GE8YK_S018_E1-50	2301552.0
SM-GE5VJ_S005_E1-50	2295264.0
SM-GE4WC_S007_E1-50	2208792.0
SM-GE5UQ_S130_E1-50	2360880.0
SM-GE4WN_S004_E1-50	2502376.0
SM-GE4RV_S136_E1-50	3119916.0
SM-GE95A_S074_E1-50	1809192.0
SM-GE4XY_S014_E1-50	2729300.0
SM-GE94B_S186_E1-50	2708448.0
SM-GE8XQ_S133_E1-50	2766896.0
SM-GE94J_S008_E1-50	3032422.0
SM-GE5P3_S049_E1-50	3476354.0
SM-GE5UU_S021_E1-50	3466116.0
SM-GE4Y5_S105_E1-50	2191668.0
SM-GE8YI_S067_E1-50	3435586.0
SM-GE681_S046_E1-50	2705550.0
SM-GE8XQ_S074_E1-50	1940622.0
SM-GE93P_S092_E1-50	2527890.0
SM-GE5PA_S134_E1-50	3321894.0
SM-GE65C_S178_E1-50	2572778.0
SM-GE8YI_S070_E1-50	3250256.0
SM-GE93P_S033_E1-50	2913718.0
SM-GE5UX_S120_E1-50	2447722.0
SM-GE5OS_S146_E1-50	2881086.0
SM-GE5OW_S102_E1-50	2488008.0
SM-GE95A_S005_E1-50	2543932.0
SM-GE5PA_S131_E1-50	3829544.0
SM-GE5W2_S023_E1-50	3135934.0
SM-GE8WI_S165_E1-50	2672422.0
SM-GE8ZX_S181_E1-50	2700572.0
SM-GE5W2_S003_E1-50	3038438.0
SM-GE4QF_S060_E1-50	2691952.0
SM-GE5VE_S021_E1-50	2572634.0
SM-GE8WI_S188_E1-50	3134486.0
SM-GE5U1_S159_E1-50	2007800.0
SM-GE8Y4_S127_E1-50	3164436.0
SM-GE65D_S157_E1-50	937582.0
SM-GE63H_S100_E1-50	1817400.0
SM-GE5VJ_S063_E1-50	3578474.0
SM-GE93J_S030_E1-50	2940172.0
SM-GE93S_S183_E1-50	2195324.0
SM-GE5TM_S120_E1-50	1959550.0
SM-GE5TM_S163_E1-50	2579296.0
SM-GE8YI_S024_E1-50	4118070.0
SM-GE94H_S154_E1-50	2823790.0
SM-GE932_S086_E1-50	3100564.0
SM-GE8X2_S131_E1-50	2557212.0
SM-GE5UX_S129_E1-50	3021120.0
SM-GE4WN_S023_E1-50	2308858.0
SM-GE4XY_S027_E1-50	516442.0
SM-GE5OS_S130_E1-50	1925428.0
SM-GE8XW_S036_E1-50	2669808.0
SM-GE5QE_S042_E1-50	2457550.0
SM-GE953_S068_E1-50	3149352.0
SM-GE8ZI_S129_E1-50	3567112.0
SM-GE5O8_S030_E1-50	1206994.0
SM-GBMG3_S058_E1-50	2744186.0
SM-GE4X5_S311_E1-50	810324.0
SM-GE4RN_S054_E1-50	2475148.0
SM-GE8XQ_S186_E1-50	3979252.0
SM-GE66E_S127_E1-50	2394900.0
SM-GE936_S043_E1-50	2351796.0
SM-GE93V_S096_E1-50	3253644.0
SM-GE4QF_S078_E1-50	2601826.0
SM-GE5TM_S145_E1-50	2912324.0
SM-GE8WR_S046_E1-50	3457694.0
SM-GE95M_S010_E1-50	647210.0
SM-GE5PA_S171_E1-50	3738880.0
SM-GE5TM_S104_E1-50	2351832.0
SM-GE8XQ_S139_E1-50	3860782.0
SM-GE95A_S087_E1-50	2790772.0
PS0830_E1-50_S83	3203564.0
SM-GE95A_S094_E1-50	1751858.0
SM-GE4XY_S186_E1-50	2479516.0
SM-GE5QL_S131_E1-50	2429968.0
SM-GE95A_S057_E1-50	2823320.0
SM-GE5VJ_S045_E1-50	3503252.0
SM-GE8YI_S063_E1-50	3559070.0
SM-GE4RN_S083_E1-50	2792670.0
SM-GE953_S023_E1-50	3090526.0
SM-GE94B_S183_E1-50	2790406.0
SM-GE5U8_S018_E1-50	3210822.0
PS0921_E1-50_S06	4257550.0
SM-GE8X2_S179_E1-50	2630792.0
SM-GE4RS_S125_E1-50	2688450.0
SM-GE4S3_S139_E1-50	3069596.0
SM-GE5UX_S116_E1-50	3266992.0
SM-GE8WI_S164_E1-50	2615664.0
SM-GE4Q7_S162_E1-50	0.0
SM-GE65R_S032_E1-50	3038372.0
SM-GE93P_S041_E1-50	3126218.0
SM-GE953_S032_E1-50	2993172.0
SM-GE63V_S132_E1-50	3288114.0
SM-GE64F_S153_E1-50	2797470.0
SM-GE67R_S043_E1-50	1797098.0
SM-GE4VR_S133_E1-50	2111614.0
SM-GE5W2_S004_E1-50	2858448.0
SM-GE5VE_S015_E1-50	2868952.0
SM-GE5V2_S083_E1-50	2628622.0
SM-GE5V9_S173_E1-50	449366.0
SM-GE4QD_S068_E1-50	0.0
SM-GE932_S051_E1-50	2689208.0
SM-GE8ZC_S133_E1-50	2947678.0
SM-GE8Y4_S105_E1-50	3095436.0
SM-GE93S_S143_E1-50	2566872.0
SM-GE5OW_S167_E1-50	2724532.0
SM-GE5OS_S147_E1-50	3004382.0
SM-GE93P_S040_E1-50	3369168.0
SM-GE67G_S120_E1-50	2742940.0
SM-GE5OW_S181_E1-50	3064362.0
SM-GE4QF_S012_E1-50	2252250.0
SM-GE4RS_S157_E1-50	2342320.0
SM-GE5W2_S013_E1-50	2644126.0
SM-GE5TO_S139_E1-50	2380002.0
SM-GE65C_S105_E1-50	1762028.0
SM-GE94B_S177_E1-50	2055414.0
SM-GE5TI_S113_E1-50	2598314.0
SM-GE666_S012_E1-50	3120740.0
SM-GE5W2_S058_E1-50	2760896.0
SM-GE4Y5_S155_E1-50	2443876.0
SM-GE8YF_S091_E1-50	2463022.0
SM-GE5QL_S118_E1-50	2391250.0
SM-GE67R_S017_E1-50	2855186.0
SM-GE4RC_S090_E1-50	2647436.0
SM-GE4QQ_S148_E1-50	3125804.0
SM-GE8WI_S186_E1-50	2689448.0
SM-GE8XW_S023_E1-50	2924094.0
SM-GE8XQ_S083_E1-50	1685294.0
SM-J3A1L_S603_E1-50	133060.0
SM-GE4W2_S144_E1-50	1332184.0
SM-GE5W2_S002_E1-50	2894174.0
SM-GE5PA_S170_E1-50	3761464.0
SM-GE5PA_S162_E1-50	3375090.0
SM-GE8XW_S082_E1-50	2944016.0
SM-GE5UU_S028_E1-50	3407614.0
SM-GE5VR_S175_E1-50	3423502.0
SM-GE94B_S123_E1-50	2433600.0
PS0921_E1-50_S34	3861284.0
SM-GE5PG_S030_E1-50	3449904.0
SM-GE8X4_S127_E1-50	3029360.0
SM-GE5OM_S044_E1-50	1712640.0
SM-GE5VR_S133_E1-50	3453290.0
SM-GE94J_S093_E1-50	2349604.0
SM-GE8ZX_S179_E1-50	2696364.0
SM-GE8Y4_S170_E1-50	3587574.0
SM-GE8XQ_S111_E1-50	4372580.0
SM-GE8WX_S083_E1-50	2281510.0
SM-GE4RS_S136_E1-50	0.0
SM-GE5P3_S028_E1-50	2401854.0
SM-GE5W2_S019_E1-50	2808194.0
SM-GE93P_S088_E1-50	2380630.0
SM-GE953_S001_E1-50	1832940.0
SM-GE8XZ_S160_E1-50	3118222.0
SM-GE672_S191_E1-50	2860240.0
SM-GE4RC_S092_E1-50	0.0
SM-GE4WT_S177_E1-50	2516932.0
SM-GE93V_S032_E1-50	3405454.0
SM-GE94H_S103_E1-50	2668388.0
SM-GE8WR_S065_E1-50	3066100.0
SM-GE953_S015_E1-50	2893740.0
SM-GE5TM_S160_E1-50	3092728.0
SM-GE92A_S054_E1-50	2422674.0
SM-GE8YB_S064_E1-50	1642328.0
SM-GE94H_S189_E1-50	2080086.0
SM-GE8Y4_S156_E1-50	3004814.0
SM-GE67G_S119_E1-50	244718.0
SM-GE95A_S050_E1-50	2588878.0
SM-GE4RN_S076_E1-50	2936514.0
SM-GE4QF_S035_E1-50	0.0
SM-GE5VR_S108_E1-50	3327642.0
SM-GE65R_S028_E1-50	1429264.0
SM-GE95N_S191_E1-50	2662782.0
SM-GE5UU_S094_E1-50	3542962.0
SM-GE932_S076_E1-50	2097220.0
SM-GE64F_S147_E1-50	2628370.0
SM-GE66H_S017_E1-50	2019982.0
SM-GE5OS_S188_E1-50	2832098.0
SM-GE8WX_S094_E1-50	2374702.0
SM-GE8YI_S045_E1-50	2807730.0
